id,oper_uid,user_id,message_type,request_type,request_path,request_headers,request_params,payload,created_at
fa9b21f9-1ee3-4081-b66c-b1d360a37388,9f8c1d45-b4e1-4f4b-9ad8-12b3d98f7261,,REQUEST,LOGIN,/api/auth/login,"{sec-fetch-mode=cors, content-length=58, referer=http://localhost:8080/swagger-ui/index.html, sec-fetch-site=same-origin, accept-language=en-US,en;q=0.9, cookie=Idea-baea98f2=07c5967f-84d9-4b8d-91c4-a695bfd01cf5, origin=http://localhost:8080, priority=u=3, i, accept=application/json, operuid=9f8c1d45-b4e1-4f4b-9ad8-12b3d98f7261, host=localhost:8080, content-type=application/json, connection=keep-alive, accept-encoding=gzip, deflate, user-agent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15, sec-fetch-dest=empty}",,"{""email"":""user@gmail.com"",""password"":""qwerty123""}",2025-05-12 12:06:49.089774
2a522560-a901-4296-9736-9fb493682680,9f8c1d45-b4e1-4f4b-9ad8-12b3d98f7261,,RESPONSE,ERROR,/api/auth/login,{},,"{""message"":""Bad credentials"",""exceptionName"":""BadCredentialsException"",""httpStatusCode"":""INTERNAL_SERVER_ERROR"",""timestamp"":""2025-05-12T12:06:49.472169""}",2025-05-12 12:06:49.474062
5f2d24b2-1bb7-4097-bf81-cae27a1af34e,9f8c1d45-b4e1-4f4b-9ad8-12b3d98f7261,,REQUEST,LOGIN,/api/auth/login,"{sec-fetch-mode=cors, content-length=64, referer=http://localhost:8080/swagger-ui/index.html, sec-fetch-site=same-origin, accept-language=en-US,en;q=0.9, cookie=Idea-baea98f2=07c5967f-84d9-4b8d-91c4-a695bfd01cf5, origin=http://localhost:8080, priority=u=3, i, accept=application/json, operuid=9f8c1d45-b4e1-4f4b-9ad8-12b3d98f7261, host=localhost:8080, content-type=application/json, connection=keep-alive, accept-encoding=gzip, deflate, user-agent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15, sec-fetch-dest=empty}",,"{""email"":""john.doe@example.com"",""password"":""passwordA""}",2025-05-12 12:07:03.416208
48904aa1-cbb5-409b-bc7e-b7e22b2d0cd2,9f8c1d45-b4e1-4f4b-9ad8-12b3d98f7261,,RESPONSE,LOGIN,/api/auth/login,{},,"{""token"":""Bearer ***tokenValue***""}",2025-05-12 12:07:03.838304
cf000fbd-4cdd-4ce3-9278-9d3a5be0ad1b,1f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e,123e4567-e89b-12d3-a456-426614174000,REQUEST,GET_CATEGORIES,/api/v1/transactions/categories,"{sec-fetch-mode=cors, referer=http://localhost:8080/swagger-ui/index.html, sec-fetch-site=same-origin, accept-language=en-US,en;q=0.9, cookie=Idea-baea98f2=07c5967f-84d9-4b8d-91c4-a695bfd01cf5, priority=u=3, i, accept=application/json, authorization=Bearer eyJraWQiOiJteS1oczI1Ni1rZXkiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJmaW5hbmNpYWwtcmVwb3J0cyIsInN1YiI6IjEyM2U0NTY3LWU4OWItMTJkMy1hNDU2LTQyNjYxNDE3NDAwMCIsImV4cCI6MTc0NzA0NDQyMywiaWF0IjoxNzQ3MDQwODIzfQ.TlokGFxeS_rUgRb1LuT_waIe7U5Y3RsoyXNCfqd63bY, operuid=1f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e, host=localhost:8080, connection=keep-alive, accept-encoding=gzip, deflate, user-agent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15, sec-fetch-dest=empty}",,"",2025-05-12 12:07:26.570380
3b4deaee-19e5-434d-bafa-bb42467a5148,1f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e,123e4567-e89b-12d3-a456-426614174000,RESPONSE,GET_CATEGORIES,/api/v1/transactions/categories,{},,"[{""id"":""44444444-4444-4444-4444-444444444444"",""name"":""Freelance"",""description"":""Income fromDomain freelance work"",""type"":""INCOME""},{""id"":""11111111-1111-1111-1111-111111111111"",""name"":""Groceries"",""description"":""Daily food and supermarket expenses"",""type"":""EXPENSE""},{""id"":""22222222-2222-2222-2222-222222222222"",""name"":""Salary"",""description"":""Monthly income fromDomain job"",""type"":""INCOME""},{""id"":""33333333-3333-3333-3333-333333333333"",""name"":""Utilities"",""description"":""Electricity, water, and internet bills"",""type"":""EXPENSE""}]",2025-05-12 12:07:26.583038
51f30112-0911-4a50-a8b2-70c17c7214ca,2f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e,123e4567-e89b-12d3-a456-426614174000,REQUEST,GET_TRANSACTIONS,/api/v1/transactions,"{sec-fetch-mode=cors, referer=http://localhost:8080/swagger-ui/index.html, sec-fetch-site=same-origin, accept-language=en-US,en;q=0.9, cookie=Idea-baea98f2=07c5967f-84d9-4b8d-91c4-a695bfd01cf5, priority=u=3, i, accept=application/json, authorization=Bearer eyJraWQiOiJteS1oczI1Ni1rZXkiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJmaW5hbmNpYWwtcmVwb3J0cyIsInN1YiI6IjEyM2U0NTY3LWU4OWItMTJkMy1hNDU2LTQyNjYxNDE3NDAwMCIsImV4cCI6MTc0NzA0NDQyMywiaWF0IjoxNzQ3MDQwODIzfQ.TlokGFxeS_rUgRb1LuT_waIe7U5Y3RsoyXNCfqd63bY, operuid=2f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e, host=localhost:8080, connection=keep-alive, accept-encoding=gzip, deflate, user-agent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15, sec-fetch-dest=empty}",,"",2025-05-12 12:07:44.162537
74ada338-b83f-4487-8897-1854e704f1c0,2f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e,123e4567-e89b-12d3-a456-426614174000,RESPONSE,GET_TRANSACTIONS,/api/v1/transactions,{},,"[{""id"":""624035ae-aff3-4ce1-8ad4-d6fa31893ca5"",""category"":{""id"":""11111111-1111-1111-1111-111111111111"",""name"":""Groceries"",""description"":""Daily food and supermarket expenses"",""type"":""EXPENSE""},""date"":""2025.05.02"",""description"":""Weekly grocery shopping"",""amount"":150.75000,""status"":{""name"":""COMPLETED"",""title"":""Платеж выполнен"",""weight"":300},""senderBank"":""Bank A"",""senderAccount"":""1234567890"",""receiverUserType"":""LEGAL"",""receiverBank"":""Store Bank"",""receiverAccount"":""9876543210"",""receiverInn"":""123456789012"",""receiverPhone"":""+1234567890""},{""id"":""046f5f69-a2ed-459e-8f95-32495657ae45"",""category"":{""id"":""22222222-2222-2222-2222-222222222222"",""name"":""Salary"",""description"":""Monthly income fromDomain job"",""type"":""INCOME""},""date"":""2025.04.12"",""description"":""Monthly salary for April"",""amount"":3000.00000,""status"":{""name"":""COMPLETED"",""title"":""Платеж выполнен"",""weight"":300},""senderBank"":""Employer Bank"",""senderAccount"":""2233445566"",""receiverUserType"":""LEGAL"",""receiverBank"":""User Bank"",""receiverAccount"":""6677889900"",""receiverInn"":""987654321098"",""receiverPhone"":""+10987654321""},{""id"":""5f793998-e118-4676-8cd9-b9f8878066b9"",""category"":{""id"":""33333333-3333-3333-3333-333333333333"",""name"":""Utilities"",""description"":""Electricity, water, and internet bills"",""type"":""EXPENSE""},""date"":""2025.05.07"",""description"":""Internet bill payment"",""amount"":50.00000,""status"":{""name"":""CONFIRMED"",""title"":""Подтвержденная"",""weight"":100},""senderBank"":""User Bank"",""senderAccount"":""1122334455"",""receiverUserType"":""LEGAL"",""receiverBank"":""ISP Bank"",""receiverAccount"":""9988776655"",""receiverInn"":""123123123123"",""receiverPhone"":""+11234567890""},{""id"":""a54d4090-55ab-4f72-9488-e6fe5fa5654f"",""category"":{""id"":""44444444-4444-4444-4444-444444444444"",""name"":""Freelance"",""description"":""Income fromDomain freelance work"",""type"":""INCOME""},""date"":""2025.04.22"",""description"":""Payment fromDomain freelance client"",""amount"":800.00000,""status"":{""name"":""COMPLETED"",""title"":""Платеж выполнен"",""weight"":300},""senderBank"":""Client Bank"",""senderAccount"":""5566778899"",""receiverUserType"":""LEGAL"",""receiverBank"":""User Bank"",""receiverAccount"":""1234432112"",""receiverInn"":""999888777666"",""receiverPhone"":""+19876543210""},{""id"":""1e124c29-16af-4976-8aba-519a26f33adb"",""category"":{""id"":""11111111-1111-1111-1111-111111111111"",""name"":""Groceries"",""description"":""Daily food and supermarket expenses"",""type"":""EXPENSE""},""date"":""2025.05.09"",""description"":""Grocery run before guests arrived"",""amount"":95.20000,""status"":{""name"":""NEW"",""title"":""Новая"",""weight"":0},""senderBank"":""Bank A"",""senderAccount"":""1010101010"",""receiverUserType"":""LEGAL"",""receiverBank"":""Market Bank"",""receiverAccount"":""2020202020"",""receiverInn"":""321654987012"",""receiverPhone"":""+1112223333""},{""id"":""2222d54b-bf22-41bc-9b1c-b621c88e5883"",""category"":{""id"":""22222222-2222-2222-2222-222222222222"",""name"":""Salary"",""description"":""Monthly income fromDomain job"",""type"":""INCOME""},""date"":""2025.03.13"",""description"":""Salary for March"",""amount"":3000.00000,""status"":{""name"":""COMPLETED"",""title"":""Платеж выполнен"",""weight"":300},""senderBank"":""Employer Bank"",""senderAccount"":""9988776655"",""receiverUserType"":""LEGAL"",""receiverBank"":""User Bank"",""receiverAccount"":""5566778899"",""receiverInn"":""987987987987"",""receiverPhone"":""+1212121212""},{""id"":""1cab3492-6cef-4ef4-a6f7-bb5bd0722cfa"",""category"":{""id"":""33333333-3333-3333-3333-333333333333"",""name"":""Utilities"",""description"":""Electricity, water, and internet bills"",""type"":""EXPENSE""},""date"":""2025.04.07"",""description"":""Electricity bill"",""amount"":120.40000,""status"":{""name"":""PROCESSING"",""title"":""В обработке"",""weight"":200},""senderBank"":""User Bank"",""senderAccount"":""3344556677"",""receiverUserType"":""LEGAL"",""receiverBank"":""Utility Bank"",""receiverAccount"":""7766554433"",""receiverInn"":""456456456456"",""receiverPhone"":""+1346792580""},{""id"":""92a26808-633a-4cc5-b02a-b7dec3e125e2"",""category"":{""id"":""44444444-4444-4444-4444-444444444444"",""name"":""Freelance"",""description"":""Income fromDomain freelance work"",""type"":""INCOME""},""date"":""2025.04.30"",""description"":""Short gig payment"",""amount"":450.00000,""status"":{""name"":""CONFIRMED"",""title"":""Подтвержденная"",""weight"":100},""senderBank"":""Client Bank"",""senderAccount"":""7788990011"",""receiverUserType"":""LEGAL"",""receiverBank"":""User Bank"",""receiverAccount"":""1100220033"",""receiverInn"":""112233445566"",""receiverPhone"":""+1444555666""},{""id"":""0b3a1f1e-c708-4828-8f22-45d16d31da8b"",""category"":{""id"":""11111111-1111-1111-1111-111111111111"",""name"":""Groceries"",""description"":""Daily food and supermarket expenses"",""type"":""EXPENSE""},""date"":""2025.05.05"",""description"":""Weekend shopping"",""amount"":80.30000,""status"":{""name"":""RETURNED"",""title"":""Возврат"",""weight"":400},""senderBank"":""Bank A"",""senderAccount"":""1029384756"",""receiverUserType"":""LEGAL"",""receiverBank"":""Supermarket Bank"",""receiverAccount"":""5647382910"",""receiverInn"":""654321098765"",""receiverPhone"":""+1555666777""},{""id"":""55190477-fa31-4abe-9787-9cb99248fc43"",""category"":{""id"":""33333333-3333-3333-3333-333333333333"",""name"":""Utilities"",""description"":""Electricity, water, and internet bills"",""type"":""EXPENSE""},""date"":""2025.04.27"",""description"":""Water bill payment"",""amount"":30.00000,""status"":{""name"":""CANCELLED"",""title"":""Отменена"",""weight"":500},""senderBank"":""User Bank"",""senderAccount"":""4455667788"",""receiverUserType"":""LEGAL"",""receiverBank"":""Water Company Bank"",""receiverAccount"":""9988776655"",""receiverInn"":""111222333444"",""receiverPhone"":""+1999888777""}]",2025-05-12 12:07:44.190060
e19e068d-48aa-478d-818f-90fe42afc8c2,2f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e,123e4567-e89b-12d3-a456-426614174000,REQUEST,SAVE_TRANSACTION,/api/v1/transactions,"{sec-fetch-mode=cors, content-length=627, referer=http://localhost:8080/swagger-ui/index.html, sec-fetch-site=same-origin, accept-language=en-US,en;q=0.9, cookie=Idea-baea98f2=07c5967f-84d9-4b8d-91c4-a695bfd01cf5, origin=http://localhost:8080, priority=u=3, i, accept=application/json, authorization=Bearer eyJraWQiOiJteS1oczI1Ni1rZXkiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJmaW5hbmNpYWwtcmVwb3J0cyIsInN1YiI6IjEyM2U0NTY3LWU4OWItMTJkMy1hNDU2LTQyNjYxNDE3NDAwMCIsImV4cCI6MTc0NzA0NDQyMywiaWF0IjoxNzQ3MDQwODIzfQ.TlokGFxeS_rUgRb1LuT_waIe7U5Y3RsoyXNCfqd63bY, operuid=2f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e, host=localhost:8080, content-type=application/json, connection=keep-alive, accept-encoding=gzip, deflate, user-agent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15, sec-fetch-dest=empty}",,"{""id"":null,""category"":{""id"":null,""name"":""Зарплата"",""description"":""Регулярный доход от работодателя"",""type"":""INCOME""},""date"":""2024.12.01"",""description"":""Оплата услуг связи"",""amount"":1500.75,""status"":{""name"":""CONFIRMED"",""title"":""Подтвержденная"",""weight"":100},""senderBank"":""Сбербанк"",""senderAccount"":""40817810099910000000"",""receiverUserType"":""LEGAL"",""receiverBank"":""Тинькофф"",""receiverAccount"":""40702810900000000000"",""receiverInn"":""77070838993"",""receiverPhone"":""+79991234567""}",2025-05-12 12:08:05.328720
b156faf1-db5e-4d98-b143-10bdbcb33a81,2f8c1d45-b4e1-4f4b-9ad8-12b3d98f726e,123e4567-e89b-12d3-a456-426614174000,RESPONSE,SAVE_TRANSACTION,/api/v1/transactions,{},,"{""id"":""40ad462c-04e1-480e-809d-0f5dda03149c"",""category"":{""id"":""c76d94dd-6971-4ced-aa51-685b103095fc"",""name"":""Зарплата"",""description"":""Регулярный доход от работодателя"",""type"":""INCOME""},""date"":""2024.12.01"",""description"":""Оплата услуг связи"",""amount"":1500.75000,""status"":{""name"":""CONFIRMED"",""title"":""Подтвержденная"",""weight"":100},""senderBank"":""Сбербанк"",""senderAccount"":""40817810099910000000"",""receiverUserType"":""LEGAL"",""receiverBank"":""Тинькофф"",""receiverAccount"":""40702810900000000000"",""receiverInn"":""77070838993"",""receiverPhone"":""+79991234567""}",2025-05-12 12:08:05.353122
